author_id,cluster_id,comment_count,comment_ids,avg_comment_bot_prob,final_bot_probability,classification,cluster_confidence,cluster_bot_probability,individual_bot_probability
UC1CpzqLIQlJIep1KGQepDqA,-1,1,['04b887f51f22bdb5b1a350a0440aca25'],0.1337594557142931,0.09649554395729126,likely_human,1.0,0.09649554395729126,0.1337594557142931
UCiHYvMQ2d8dIG38R1922gIg,-1,1,['f37c6ff09f872157e3402e3e0e870c8d'],0.13161887290734892,0.09645849481506591,likely_human,1.0,0.09645849481506591,0.13161887290734892
UCh8Z8rancCrD_RgL1t7QgNg,-1,1,['6e55b04000bab587c215ff35caca20ae'],0.12479244555568629,0.09557541386548524,likely_human,1.0,0.09557541386548524,0.12479244555568629
UCp7Ke46zC-0nT_oZ92fAtsg,-1,1,['2f37f6dd852898fe49a2c457bb7d67b2'],0.1292794133545649,0.09491912484783266,likely_human,1.0,0.09491912484783266,0.1292794133545649
UCCYhFnRXYcL7DchCH8uVSqw,-1,1,['1a45901c7fd78a50806909c671137523'],0.1269863898206199,0.09488403509695317,likely_human,1.0,0.09488403509695317,0.1269863898206199
UCQ6Z6QWV22tzUe8CoghsH-g,-1,1,['a231360906c6d9cbe219f6c1dcd61e61'],0.12329544616718903,0.09469127527911057,likely_human,1.0,0.09469127527911057,0.12329544616718903
UCC5mSm96L3HP7XijKW0KiEg,-1,1,['d0fe64882cd4d3a16425092e9bbe7617'],0.12996287333921694,0.09374928546832931,likely_human,1.0,0.09374928546832931,0.12996287333921694
UCrL_OFXXrqZ-yqG_6thysHA,-1,1,['5cab10a480a00b93584574a5144e2918'],0.12515619267548017,0.09300686981874484,likely_human,1.0,0.09300686981874484,0.12515619267548017
UCZ4DTyar01GhJrboZpFJcXg,-1,1,['c0c1f4916ad156023f35e67d108aa544'],0.12268426284163372,0.09296256972290766,likely_human,1.0,0.09296256972290766,0.12268426284163372
UCzrC2VTw5rvexvrPH6zOuGg,-1,1,['c921fd553aa17bf905dc95df2c021241'],0.1273506190215601,0.09244433294571815,likely_human,1.0,0.09244433294571815,0.1273506190215601
UCZkAr4ev3hGHIDdZB7lFt-w,-1,1,['10ebb6ea9a666786b6e3bed15caed54d'],0.12043499953820229,0.09212288318023401,likely_human,1.0,0.09212288318023401,0.12043499953820229
UCqMGEdtzpRndDlsteF0yNtQ,-1,1,['411eb84227dfb43110ea8b743b5a9e9a'],0.11931070171100627,0.09135450852190115,likely_human,1.0,0.09135450852190115,0.11931070171100627
